time,C_20191017_001_p1a,C_20191017_001_p1b,C_20191017_002_p1a,C_20191017_002_p1b,C_20191017_004_p1a,C_20191017_004_p1b,C_20191017_004_p2a,C_20191017_004_p2b,C_20191017_004_p3a,C_20191017_004_p3b,C_20191017_004_p4a,C_20191017_004_p4b,C_20191017_005_p1a,C_20191017_005_p1b,C_20191017_005_p2a,C_20191017_005_p2b,C_20191017_005_p3a,C_20191017_005_p3b,C_20191017_005_p4a,C_20191017_005_p4b,C_20191017_005_p5a,C_20191017_005_p5b,C_20191018_002_p1a,C_20191018_002_p1b,C_20191018_002_p2a,C_20191018_002_p2b,C_20191018_003_p1a,C_20191018_003_p1b,C_20191018_003_p2a,C_20191018_003_p2b,C_20191018_006_p1a,C_20191018_006_p1b,C_20191018_009_p1a,C_20191018_009_p1b,C_20191018_009_p2a,C_20191018_009_p2b,C_20191018_011_p1a,C_20191018_011_p1b,C_20191018_013_p1a,C_20191018_013_p1b,C_20191018_015_p1a,C_20191018_015_p1b,C_20191031_004_p1a,C_20191031_004_p1b,C_20191031_004_p2a,C_20191031_004_p2b,C_20191031_008_p1a,C_20191031_008_p1b,C_20191031_009_p1a,C_20191031_009_p1b,C_20191031_011_p1a,C_20191031_011_p1b,C_20191031_012_p1a,C_20191031_012_p1b,C_20191031_012_p2a,C_20191031_012_p2b,C_20191031_013_p1a,C_20191031_013_p1b,C_20191031_013_p2a,C_20191031_013_p2b,C_20191031_013_p3a,C_20191031_013_p3b,C_20191031_017_p1a,C_20191031_017_p1b,C_20191031_017_p2a,C_20191031_017_p2b,C_20191031_017_p3a,C_20191031_017_p3b,S_20191010_002_P1a,S_20191010_002_P1b,S_20191010_002_P3a,S_20191010_002_P3b,S_20191010_005_p2a,S_20191010_005_p2b,S_20191010_005_p3a,S_20191010_005_p3b,S_20191010_005_p4a,S_20191010_005_p4b,S_20191010_006_p1a,S_20191010_006_p1b,S_20191010_006_p2a,S_20191010_006_p2b,S_20191010_006_p3a,S_20191010_006_p3b,S_20191010_009_p1a,S_20191010_009_p1b,S_20191010_009_p2a,S_20191010_009_p2b,S_20191010_012_p1a,S_20191010_012_p1b,S_20191010_012_p2a,S_20191010_012_p2b,S_20191010_013_p1a,S_20191010_013_p1b,S_20191010_013_p2a,S_20191010_013_p2b,S_20191010_013_p3a,S_20191010_013_p3b,S_20191010_013_p4a,S_20191010_013_p4b,S_20191010_013_p6a,S_20191010_013_p6b,S_20191011_003_p2a,S_20191011_003_p2b,S_20191011_004_p1a,S_20191011_004_p1b,S_20191011_004_p2a,S_20191011_004_p2b,S_20191011_004_p3a,S_20191011_004_p3b,S_20191011_004_p5a,S_20191011_004_p5b,S_20191011_004_p6a,S_20191011_004_p6b,S_20191011_006_p1a,S_20191011_006_p1b,S_20191011_006_p2a,S_20191011_006_p2b,S_20191011_006_p3a,S_20191011_006_p3b,S_20191011_006_p4a,S_20191011_006_p4b,S_20191011_006_p5a,S_20191011_006_p5b,S_20191107_002_p1a,S_20191107_002_p1b,S_20191107_002_p2a,S_20191107_002_p2b,S_20191107_002_p3a,S_20191107_002_p3b,S_20191107_003_p1a,S_20191107_003_p1b,S_20191107_003_p2a,S_20191107_003_p2b,S_20191107_003_p3a,S_20191107_003_p3b,S_20191107_003_p4a,S_20191107_003_p4b,S_20191107_005_p1a,S_20191107_005_p1b,S_20191107_005_p2a,S_20191107_005_p2b,S_20191107_007_p1a,S_20191107_007_p1b,S_20191107_007_p2a,S_20191107_007_p2b,S_20191107_007_p3a,S_20191107_007_p3b,S_20191107_008_p1a,S_20191107_008_p1b,S_20191107_009_p1a,S_20191107_009_p1b,S_20191107_009_p2a,S_20191107_009_p2b,S_20191107_009_p3a,S_20191107_009_p3b,S_20191107_009_p4a,S_20191107_009_p4b,S_20191107_010_p1a,S_20191107_010_p1b,S_20191107_010_p2a,S_20191107_010_p2b,S_20191107_010_p3a,S_20191107_010_p3b,S_20191107_011_p1a,S_20191107_011_p1b,S_20191107_011_p2a,S_20191107_011_p2b,S_20191107_012_p1a,S_20191107_012_p1b,S_20191107_012_p2a,S_20191107_012_p2b,S_20191107_012_p3a,S_20191107_012_p3b,S_20191107_014_p1a,S_20191107_014_p1b,S_20191107_014_p2a,S_20191107_014_p2b,S_20191107_015_p1a,S_20191107_015_p1b,S_20191107_015_p2a,S_20191107_015_p2b
228,,,,,8.372825091,8.983705527,,,7.415786472,8.394523512,,,4.663527956,5.8138753,7.605733758,6.820538468,,,4.505958832,5.621350461,3.993677503,4.968782648,9.828254067,10.9756444,,,4.480627746,5.25182673,,,,,,,,,,,,,,,7.495528534,6.488143648,,,,,,,8.306463146,7.621777877,7.901448095,6.885689871,6.059105957,5.060366785,,,,,,,,,,,,,,,,,,,,,,,6.70874802,8.587818407,,,8.244348185,9.447810593,,,,,,,,,,,4.429328617,5.55749269,6.573250642,7.562897923,,,,,,,,,,,,,,,,,,,,,,,,,,,7.095838569,7.908377899,5.822238831,6.713574085,7.224107004,8.377021547,6.508187152,8.079376523,,,,,,,,,,,,,,,,,,,7.387659508,8.508268449,7.022617817,5.454037495,,,8.038269092,6.118570094,,,6.276478631,7.839551008,6.550177479,8.601381401,,,,,5.58660344,6.859823394,5.533412148,7.055973356,7.613498342,6.528548154,4.893107397,6.494401435,,,8.250200785,7.174944251,,
231,,,,,8.301387113,8.835956768,,,7.475854065,8.48378082,,,4.75562835,5.920112246,,,,,4.467001903,5.531580064,4.141318148,5.070102563,9.811391441,10.77212463,,,4.565565463,5.356004574,,,,,,,,,,,,,,,7.63172569,6.615189869,,,,,,,8.303668406,7.629035653,7.888046907,6.860373897,6.050063223,5.140940867,,,,,,,,,,,,,,,,,,,,,,,6.696076762,8.567955766,,,8.203032244,9.503266018,,,,,,,,,,,4.550778505,5.74007709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.039541462,7.845692449,5.866960116,6.763314128,7.30162071,8.432961283,6.58814587,8.197087898,,,,,,,,,,,,,,,,,,,7.319019743,8.439309213,6.998056373,5.412807959,,,7.992759223,6.045444979,,,6.288317581,7.773776045,6.50856551,8.529002873,,,,,5.601751512,6.83734817,5.546187249,7.036479233,7.573744384,6.486644202,4.871579621,6.581579902,,,8.23951728,7.17241619,,
234,,,,,8.348580059,8.888645847,,,7.619812202,8.597147259,,,4.853240155,6.016389947,,,,,,,4.313038952,5.248590763,9.854300178,10.77969132,,,4.790932268,5.5693268,,,,,,,,,,,,,,,7.65185239,6.73239519,,,,,,,,,7.835448807,6.796930851,6.112928267,5.260738066,,,,,,,,,,,,,,,,,,,,,,,6.599993712,8.545412161,,,8.128219055,9.518256405,,,,,,,,,,,4.611889526,5.821736167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.866336723,7.654734744,5.956280887,6.807391938,7.384860865,8.464005907,6.654602392,8.26606194,,,,,,,,,,,,,,,,,,,7.294862919,8.345710575,6.911585419,5.427670034,,,7.948463625,6.058319982,,,6.30717845,7.657733673,6.502179404,8.48362564,,,,,5.500624874,6.643173413,5.495975346,6.943224971,7.566536923,6.483677043,4.872109707,6.631362002,,,8.236908219,7.132497459,,
237,,,,,8.376771753,8.939475879,,,7.7280044,8.682825577,,,4.994137563,6.113209468,,,,,,,4.454677205,5.407376443,9.867366113,10.61678789,,,4.993340065,5.768200066,,,,,,,,,,,,,,,7.69980792,6.783941701,,,,,,,,,7.927033367,6.739794211,6.220293964,5.379026399,,,,,,,,,,,,,,,,,,,,,,,,,,,8.205751459,9.573520408,,,,,,,,,,,4.723031759,5.956069593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.602674155,7.452902857,5.954037622,6.905088703,7.449027453,8.428948808,6.649494492,8.287057982,,,,,,,,,,,,,,,,,,,7.160927105,8.353778067,6.908035466,5.661106694,,,7.982251625,6.193645292,,,6.251106142,7.660391896,6.533913529,8.473102147,,,,,5.524467938,6.683420831,5.578068214,7.048320438,7.533735594,6.413883847,4.96538347,6.744200249,,,8.257367922,7.179318979,,
240,,,,,8.497464328,9.06667905,,,7.749479015,8.776003931,,,5.068906884,6.196193186,,,,,,,,,9.851501916,10.5533877,,,5.130450662,5.971148047,,,,,,,,,,,,,,,7.705064438,6.844153271,,,,,,,,,7.887742516,6.824668344,6.224707222,5.410054436,,,,,,,,,,,,,,,,,,,,,,,,,,,8.265506458,9.648278862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.299983492,7.248320219,,,7.459944303,8.395909302,6.715978633,8.35665968,,,,,,,,,,,,,,,,,,,7.154548274,8.297102687,6.878668258,5.692464229,,,7.957769851,6.311621424,,,6.224931325,7.688213121,6.639113495,8.611925685,,,,,5.715496129,6.880712245,5.683810782,7.160150278,7.485857399,6.342569353,5.04761409,6.764055958,,,8.272508991,7.06478379,,
243,,,,,8.465258708,9.014169402,,,7.705309598,8.812840915,,,5.231982129,6.344112389,,,,,,,,,9.801592983,10.48075975,,,5.243371434,6.116214679,,,,,,,,,,,,,,,7.750040322,6.878837184,,,,,,,,,7.693968092,6.570155325,6.318786355,5.531501785,,,,,,,,,,,,,,,,,,,,,,,,,,,8.171772513,9.681461512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.978934353,7.007904394,,,7.385629289,8.366642935,6.70363394,8.310714831,,,,,,,,,,,,,,,,,,,7.059975991,8.231487107,6.878062591,5.756090687,,,7.929419273,6.275486595,,,6.130136866,7.655959378,6.728987591,8.653371193,,,,,5.609624765,6.811763134,5.594699366,7.098997464,7.384600531,6.274128625,5.120937805,6.77657561,,,8.339998141,7.072858333,,
246,,,,,8.427408261,9.024343799,,,7.678973499,8.824335556,,,5.353827136,6.372338111,,,,,,,,,9.776448639,10.44691151,,,5.36840358,6.292929683,,,,,,,,,,,,,,,7.831019474,6.939485067,,,,,,,,,7.589908168,6.402891612,6.397073472,5.598560976,,,,,,,,,,,,,,,,,,,,,,,,,,,8.202400746,9.773128977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.730488635,6.870307489,,,7.330452715,8.314458972,6.705611456,8.300244153,,,,,,,,,,,,,,,,,,,6.962924457,8.19395936,6.85789997,5.835516515,,,7.946612423,6.268172301,,,6.075084279,7.718317563,6.818168449,8.746292929,,,,,5.573445972,6.733465378,5.626490558,7.153544157,7.463064384,6.319724203,5.17842843,6.751844563,,,8.35481448,7.067841113,,
249,,,,,8.483200398,9.162298238,,,7.678962951,8.830636727,,,5.4338237,6.403836428,,,,,,,,,9.617364504,10.33927899,,,5.463475908,6.447808387,,,,,,,,,,,,,,,7.900543589,6.989,,,,,,,,,7.507841767,6.284931981,6.442781154,5.616791433,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281923086,9.774258079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.542864332,6.702841189,,,7.299818422,8.289428991,6.774551941,8.361250923,,,,,,,,,,,,,,,,,,,6.886637786,8.157510037,6.829508035,5.820212024,,,7.970545402,6.360096933,,,5.958609318,7.762925479,6.936518507,8.895248001,,,,,5.511516851,6.650921816,5.631768816,7.121376061,7.271069385,6.211667892,5.275911296,6.811436045,,,8.409665451,7.11148796,,
252,,,,,8.491058179,9.156674997,,,7.643107025,8.867025657,,,5.465931668,6.495682566,,,,,,,,,9.509044589,10.22323628,,,5.570914557,6.59340883,,,,,,,,,,,,,,,8.003718761,7.068088992,,,,,,,,,7.394869641,6.141536778,6.456066992,5.628729874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.350848344,6.498942837,,,7.257816545,8.271992263,6.807676917,8.411773713,,,,,,,,,,,,,,,,,,,6.804667883,8.118229918,6.849878539,5.831589835,,,7.96733387,6.431143677,,,5.833334038,7.690816992,7.003017207,8.942778539,,,,,5.521568074,6.639106943,5.619694387,7.084179134,7.249309622,6.210430339,5.353349325,6.842061166,,,8.464180586,7.079720333,,
255,,,,,8.5210284,9.222219961,,,7.54914068,8.859791476,,,5.545054103,6.611083119,,,,,,,,,9.468662472,10.0954252,,,5.671377699,6.721787337,,,,,,,,,,,,,,,8.008746781,7.050625646,,,,,,,,,7.332641611,6.039519352,6.479563103,5.680975004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.206373498,6.379965204,,,7.248543164,8.272992204,6.903991454,8.516564859,,,,,,,,,,,,,,,,,,,6.746450919,8.065707285,6.99686537,5.872161868,,,7.883184763,6.423076521,,,5.84454147,7.774278423,7.076307794,9.015327837,,,,,5.526230632,6.601669865,5.606532707,7.085192729,7.227204162,6.200988711,5.445478308,6.878340643,,,8.55432943,7.171485341,,
258,,,,,8.644496978,9.292165786,,,7.53139436,8.718617838,,,5.590293373,6.666754833,,,,,,,,,9.460341062,10.01125127,,,5.741713333,6.77286734,,,,,,,,,,,,,,,8.066788023,7.057334412,,,,,,,,,7.231641722,5.944650116,6.517023937,5.682512209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.160396303,6.314754548,,,7.204282754,8.256060622,6.931549971,8.658131958,,,,,,,,,,,,,,,,,,,6.619439025,7.984287069,6.980188035,5.720969236,,,7.899920063,6.453037502,,,5.834716274,7.688938613,7.097417699,9.076773931,,,,,5.910631185,7.046362182,5.897180682,7.4786694,7.275247418,6.219384535,5.464816923,6.842238303,,,8.622398738,7.18429405,,
261,,,,,8.665908492,9.228887907,,,7.481188475,8.544694085,,,5.680131337,6.778025966,,,,,,,,,9.423724317,9.950433408,,,5.890479183,6.85721022,,,,,,,,,,,,,,,8.039358494,7.032575986,,,,,,,,,7.276286209,5.949165488,6.479206124,5.632683641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.974521082,6.110435091,,,7.156382117,8.17392366,7.007658239,8.767405831,,,,,,,,,,,,,,,,,,,6.637004746,8.020837861,7.084136221,5.588208389,,,7.858019725,6.488748801,,,5.845549418,7.611198329,7.10628004,9.012935149,,,,,5.549152187,6.794786604,5.707356744,7.300480601,7.289726538,6.220469838,5.464308282,7.11484399,,,8.738774571,7.197315194,,
264,,,,,8.685962526,9.171107349,,,7.350410669,8.404251543,,,5.770959019,6.900789085,,,,,,,,,9.410607047,9.826525937,,,5.767899184,6.805595125,,,,,,,,,,,,,,,8.009797313,7.019077575,,,,,,,,,7.184990049,5.883499129,6.499219799,5.589736756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.957341727,6.006584387,,,7.102416068,8.115292539,7.069709259,8.810817215,,,,,,,,,,,,,,,,,,,6.686694998,7.963319534,7.165053035,5.584796684,,,7.947576549,6.615093726,,,5.839612744,7.60569747,7.158617185,8.841436309,,,,,5.406811722,6.743945803,5.621940679,7.219563491,7.27226409,6.237269034,,,,,8.817401885,7.228117666,,
267,,,,,8.707549885,9.176295821,,,7.163011797,8.236528698,,,5.825129355,6.99167884,,,,,,,,,9.169614169,9.7684595,,,5.894995335,6.962513698,,,,,,,,,,,,,,,7.911612351,6.979041768,,,,,,,,,7.128701004,5.805949104,6.561475444,5.563719709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.821784939,5.893566408,,,7.014074565,8.072194249,7.090760537,8.810847859,,,,,,,,,,,,,,,,,,,6.75942283,7.942610276,7.213014488,5.50282582,,,8.045656281,6.610243036,,,5.785786463,7.590510984,7.176484167,8.684083141,,,,,5.403861027,6.794137767,5.576799889,7.179200025,7.227674384,6.228348096,,,,,8.930115621,7.269357055,,
270,,,,,8.731790767,9.168536688,,,7.057573875,8.167269127,,,5.824206384,6.964584984,,,,,,,,,9.132488434,9.751469069,,,,,,,,,,,,,,,,,,,7.866365107,7.024796794,,,,,,,,,7.109510039,5.935471759,6.574394725,5.521925208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73307099,5.810075731,,,6.955988859,8.028757376,7.108252247,8.801876277,,,,,,,,,,,,,,,,,,,6.779612083,7.887529525,,,,,8.041141461,6.544313562,,,5.767466081,7.466124363,7.198046471,8.631320756,,,,,5.309320107,6.755921921,5.560539272,7.234685964,7.297853452,6.246703531,,,,,8.99077049,7.291607505,,
273,,,,,8.740669311,9.176729265,,,6.979692328,8.048872033,,,5.893338782,6.992560618,,,,,,,,,9.018053282,9.662914364,,,,,,,,,,,,,,,,,,,7.766178275,6.970944986,,,,,,,,,7.227721979,6.100442607,6.581341049,5.489420461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.720427311,5.716836275,,,6.948148602,8.035852724,7.161833355,8.847841149,,,,,,,,,,,,,,,,,,,6.775884887,7.974078317,,,,,8.00928018,6.465295044,,,5.787934433,7.425143298,7.214568663,8.64184014,,,,,5.260784447,6.724989294,5.527697984,7.177764694,7.336765295,6.276987574,,,,,8.92895005,7.2782355,,
276,,,,,8.716631058,9.175299723,,,6.777230703,7.868302549,,,5.900107796,6.904802387,,,,,,,,,8.936226329,9.627554466,,,,,,,,,,,,,,,,,,,7.731552237,6.872140351,,,,,,,,,7.262949952,6.234401736,6.634567054,5.468756531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.724117907,5.656745531,,,6.909418065,7.947509358,7.218587396,8.894717815,,,,,,,,,,,,,,,,,,,6.826326977,7.918208446,,,,,7.931294094,6.388970496,,,5.782077914,7.336990187,7.200111388,8.647327101,,,,,5.302596062,6.779508684,5.581203902,7.230761094,7.233812964,6.147234175,,,,,8.719666335,7.257320856,,
279,,,,,8.732746017,9.202606859,,,6.721305305,7.836949725,,,5.829778898,6.7278122,,,,,,,,,8.903108727,9.510614544,,,,,,,,,,,,,,,,,,,7.671193453,6.78794203,,,,,,,,,7.306930477,6.298846402,6.690132585,5.678783761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.718889806,5.623011649,,,6.878863642,7.828973496,7.227933176,8.962128542,,,,,,,,,,,,,,,,,,,6.796210194,7.940352952,,,,,7.886269714,6.347893273,,,5.775068225,7.334461398,7.195397765,8.845143357,,,,,5.31516265,6.803245182,5.556051116,7.216032497,7.140129551,6.066,,,,,8.657498542,7.2408157,,
282,,,,,8.74628081,9.165839187,,,6.659222928,7.754018636,,,5.608411629,6.505781198,,,,,,,,,8.846488852,9.463219854,,,,,,,,,,,,,,,,,,,7.600140591,6.670894992,,,,,,,,,7.3720723,6.448645284,6.707450484,5.776814434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.784049017,5.665745229,,,6.768129579,7.758949736,7.269193146,9.000862903,,,,,,,,,,,,,,,,,,,6.737978925,7.951986418,,,,,7.848212089,6.34414951,,,5.805697632,7.321026226,7.198661681,9.038124806,,,,,5.298819208,6.73733241,5.559452671,7.228215409,7.335302175,6.168893742,,,,,,,,
285,,,,,8.63587361,9.105122569,,,6.579397237,7.651359422,,,5.481890641,6.465606545,,,,,,,,,8.796680112,9.465993239,,,,,,,,,,,,,,,,,,,7.535995555,6.552018697,,,,,,,,,7.428065495,6.548514946,6.735818955,5.845701412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.930728141,5.695035118,,,6.717367416,7.749808578,7.32998281,9.0160874,,,,,,,,,,,,,,,,,,,6.656342539,7.97529849,,,,,7.731939278,6.207875804,,,5.789600418,7.442975883,7.179139015,9.152924396,,,,,5.348843333,6.715916914,5.51270723,7.193080703,7.384881854,6.06684432,,,,,,,,
288,,,,,8.687053873,9.203838384,,,,,,,5.258587738,6.211523565,,,,,,,,,8.872230497,9.474428162,,,,,,,,,,,,,,,,,,,7.460980365,6.407264393,,,,,,,,,7.448980601,6.571451742,6.792898056,5.873778767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.044047978,5.780581632,,,6.614965004,7.761783622,7.344256259,9.009694778,,,,,,,,,,,,,,,,,,,6.715661472,7.997190069,,,,,7.63667205,6.262705246,,,5.790012263,7.418421463,7.209805684,9.27825614,,,,,5.366061591,6.719644336,5.487778148,7.145510828,7.417631495,6.101003934,,,,,,,,
291,,,,,8.5760467,9.128486895,,,,,,,5.113529701,6.088213613,,,,,,,,,8.724350864,9.494405142,,,,,,,,,,,,,,,,,,,7.39985635,6.303840099,,,,,,,,,7.493832464,6.597755755,6.82850335,5.881046506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.122224614,5.841211176,,,6.590270784,7.710338838,7.327721201,9.054423725,,,,,,,,,,,,,,,,,,,6.580127962,7.937778279,,,,,7.561222454,6.199719429,,,5.851272853,7.438647727,7.238172698,9.299108183,,,,,5.307231011,6.723644547,5.426129376,7.082413289,7.334243042,6.072319491,,,,,,,,
294,,,,,8.401479929,9.038071531,,,,,,,5.027359645,5.992989237,,,,,,,,,8.759484517,9.482616991,,,,,,,,,,,,,,,,,,,7.351868402,6.194275825,,,,,,,,,7.59539762,6.633016961,6.769975258,5.825872381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.158824769,5.975480315,,,6.436272912,7.598104566,7.378290656,9.033176407,,,,,,,,,,,,,,,,,,,6.414166353,8.042507134,,,,,7.520434562,6.071395392,,,5.948261763,7.498958461,7.236388948,9.199101804,,,,,5.392966994,6.679306102,5.400607558,7.134737066,7.453335629,6.263678153,,,,,,,,
297,,,,,8.276218762,8.89213006,,,,,,,4.876373242,5.838640424,,,,,,,,,8.827086156,9.627389729,,,,,,,,,,,,,,,,,,,7.382019846,6.151987159,,,,,,,,,7.662280209,6.664665783,6.804087375,5.908587395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.277114363,6.112022006,,,,,7.401432361,8.934504407,,,,,,,,,,,,,,,,,,,6.429144966,7.966525591,,,,,7.452422224,6.159045137,,,5.993608679,7.570717073,7.259737254,9.082498885,,,,,5.357608608,6.673214068,5.351745323,7.090563377,7.320370619,6.124722361,,,,,,,,
300,,,,,8.328195063,8.888846551,,,,,,,4.766649662,5.753969847,,,,,,,,,8.897826813,9.699475089,,,,,,,,,,,,,,,,,,,7.202106636,6.022360418,,,,,,,,,7.746625717,6.705219609,6.711838869,5.911532204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.334019216,6.236772402,,,,,7.22899917,8.622340807,,,,,,,,,,,,,,,,,,,6.362620922,7.734429261,,,,,7.34249937,6.043513217,,,6.068929395,7.673949309,7.323261022,8.958049174,,,,,5.290361235,6.640227255,5.366436527,7.049593747,7.268607157,6.024117197,,,,,,,,
303,,,,,8.429531541,8.800677758,,,,,,,4.641308867,5.647257919,,,,,,,,,8.934910688,9.827908679,,,,,,,,,,,,,,,,,,,7.193324266,5.932515571,,,,,,,,,7.852821977,6.761894779,6.751192487,5.88565281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.391104247,6.25078787,,,,,7.185646387,8.449954438,,,,,,,,,,,,,,,,,,,6.211904861,7.709664908,,,,,7.324458205,5.979471883,,,6.072231633,7.682239387,7.364941412,8.972756823,,,,,5.328310051,6.670030435,5.387822009,7.033198561,7.46942702,6.134507152,,,,,,,,
306,,,,,8.570996325,8.895493803,,,,,,,4.54192228,5.551453143,,,,,,,,,8.959273464,9.858405551,,,,,,,,,,,,,,,,,,,7.1712098,5.833633859,,,,,,,,,7.876446407,6.809601824,6.745666757,5.915229243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.559631013,6.491596183,,,,,7.25716446,8.354494359,,,,,,,,,,,,,,,,,,,6.263683022,7.630371223,,,,,7.293845145,5.965501236,,,6.08580726,7.742017114,7.348437249,8.945983289,,,,,5.390345536,6.709951565,5.415081347,7.080985807,7.513249963,6.151998862,,,,,,,,
309,,,,,,,,,,,,,4.479135743,5.472743827,,,,,,,,,9.007115243,9.930947588,,,,,,,,,,,,,,,,,,,7.136719695,5.707597919,,,,,,,,,7.963179516,6.833223105,6.708002683,5.763347118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.646544519,6.60740138,,,,,,,,,,,,,,,,,,,,,,,,,6.246784933,7.711897302,,,,,7.333042547,5.835329982,,,6.166476547,7.851510428,7.419713539,9.094966575,,,,,5.344775486,6.740086795,5.383903602,7.098327761,7.460492745,6.121868996,,,,,,,,
312,,,,,,,,,,,,,4.390777608,5.346010195,,,,,,,,,9.035696155,10.01571895,,,,,,,,,,,,,,,,,,,7.092816718,5.677285003,,,,,,,,,7.9939828,6.81902999,6.671412594,5.705980459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.774201676,6.706168653,,,,,,,,,,,,,,,,,,,,,,,,,6.197474728,7.854426777,,,,,7.400996825,5.948564953,,,6.234420021,7.932768747,7.417523576,9.029275774,,,,,5.333949475,6.722179185,5.419811989,7.154839271,7.378087557,6.029139905,,,,,,,,
315,,,,,,,,,,,,,4.29869108,5.314442398,,,,,,,,,9.028968767,10.05721333,,,,,,,,,,,,,,,,,,,7.170093235,5.727245149,,,,,,,,,8.003292635,6.908398512,6.760389708,5.593708072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.837403532,6.735100073,,,,,,,,,,,,,,,,,,,,,,,,,6.263446016,7.643062868,,,,,7.429023691,5.954249743,,,6.256268856,7.998545493,7.424857305,8.970958031,,,,,5.13098548,6.514953262,5.23002151,6.933903735,7.375793449,6.035376542,,,,,,,,
318,,,,,,,,,,,,,4.193877919,5.196411454,,,,,,,,,9.068712643,10.13136205,,,,,,,,,,,,,,,,,,,7.208576628,5.859123228,,,,,,,,,7.942775837,6.903228955,6.490122495,5.367293918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.956149427,6.836319551,,,,,,,,,,,,,,,,,,,,,,,,,6.382850304,7.718207693,,,,,7.601450191,6.051348362,,,6.343942623,8.115507686,7.31123772,8.795300222,,,,,5.155393389,6.527524646,5.307200015,6.939148363,,,,,,,,,,
